year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2015,1729,Profit Now International Ltd.,AC Management Inc.,1,美國,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,International Healthcare S.A.,0.5,盧森保,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,"Shoprider Mobility Products, Inc.","Life Wellness Home Health Agency, LLC",0,美國,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,Total Control Agents Ltd.,Profit Now International Ltd.,1,英屬維京群島,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,Total Control Agents Ltd.,Shoprider Euro Control Ltd.,1,英屬維京群島,0,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,Shoprider Gmbh,0.49,不明,1,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,Shoprider Euro Control Ltd.,Shoprider Gmbh,0.51,德國,0,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔電動汽車股份有限公司,Shoprider Gmbh,0.49,德國,0,0,1,0,0,上市,G1729,25010835,NA,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,Shoprider Japan Inc.,1,不明,1,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔電動汽車股份有限公司,Shoprider Japan Inc.,1,日本,0,0,1,0,0,上市,G1729,25010835,NA,NA,NA,NA,NA
2015,1729,Profit Now International Ltd.,"Shoprider Mobility Products, Inc.",0.5,美國,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,Shoprider Mobility Products. Inc.,0.5,美國,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,Profit Now International Ltd.,"Silver Spring Investment, Inc.",0,不明,0,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,"Silver Spring Investment, Inc.","Three Wishes, Inc.",1,不明,0,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,"Shoprider Mobility Products, Inc.","Three Wishes, Inc.",1,美國,0,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,Total Control Agents Ltd.,0.7235,不明,1,1,0,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔國際股份有限公司,Total Control Agents Ltd.,0.2765,英屬維京群島,0,1,0,0,0,上市,G1729,80722599,NA,NA,NA,NA,NA
2015,1729,必翔電動汽車股份有限公司,Total Control Agents Ltd.,0.7235,英屬維京群島,0,0,1,0,0,上市,G1729,25010835,NA,NA,NA,NA,NA
2015,1729,Total Control Agents Ltd.,Yang Ming Industry (Zhejian) Ltd.,1,英屬維京群島,0,0,1,0,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔電動汽車股份有限公司,上和汽車租賃股份有限公司,1,台灣,0,1,0,0,0,上市,G1729,25010835,53560500,NA,NA,NA,NA
2015,1729,揚明實業(浙江)有限公司,上海必翔醫療器械有限公司,0.95,china,0,1,0,1,0,上市,G1729,NA,NA,NA,NA,NA,NA
2015,1729,必翔銀髮事業股份有限公司,北京達福康有限公司,0.3333,china,0,0,0,1,0,上市,G1729,NA,NA,1,NA,NA,NA
2015,1729,必翔實業股份有限公司,必翔國際股份有限公司,1,不明,1,1,0,0,0,上市,G1729,NA,80722599,NA,NA,NA,NA
2015,1729,必翔電動汽車股份有限公司,必翔國際股份有限公司,1,台灣,0,0,1,0,0,上市,G1729,25010835,80722599,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,必翔電能高科技股份有限公司,0.2994,台灣,1,1,0,0,0,上市,G1729,NA,16747270,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,必翔電動汽車股份有限公司,1,台灣,1,1,0,0,0,上市,G1729,NA,25010835,NA,NA,NA,NA
2015,1729,必翔實業股份有限公司,必翔銀髮事業股份有限公司,0.5189,不明,1,1,0,0,0,上市,G1729,NA,24233161,NA,NA,NA,NA
2015,1729,必翔電動汽車股份有限公司,必翔銀髮事業股份有限公司,0.5189,台灣,0,0,1,0,0,上市,G1729,25010835,24233161,NA,NA,NA,NA
2015,1729,Yang Ming Industry (Zhejian) Ltd.,揚明實業(浙江)有限公司,1,china,0,1,0,1,0,上市,G1729,NA,NA,NA,NA,NA,NA
