year,stock,source,target,sublist.holder,sublist.location,sublist.is_coreSource,sublist.table_source1,sublist.table_source2,sublist.table_source3,sublist.table_source4,market,group,taxcode.source,taxcode.target,china.note,X1,修正,非集團
2013,2889,國票創業投資股份有限公司,"IBF Financial Holding Co., Ltd.",1,不明,0,1,0,0,0,上市,G9151,27239081,NA,NA,NA,NA,NA
2013,2889,華頓證券投資信託股份有限公司,Paradigm Asset and Wealth Management Corp.,0.5808,不明,0,1,0,0,0,上市,G9151,70827243,NA,NA,NA,NA,NA
2013,2889,國票綜合證券股份有限公司,"Waterland Securities (BVI)Co., Ltd.",0.5808,不明,0,1,0,0,0,上市,G9151,23535744,NA,NA,NA,NA,NA
2013,2889,"Waterland Securities (BVI)Co., Ltd.","Waterland Securities (HK)Co., Ltd.",0.5808,不明,0,1,0,0,0,上市,G9151,NA,NA,NA,NA,NA,NA
2013,2889,"IBF Financial Holding Co., Ltd.",國旺國際融資租賃有限公司,1,china,0,1,0,1,0,上市,G9151,NA,NA,NA,NA,NA,NA
2013,2889,人旺股份有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,86323303,80330257,NA,NA,NA,NA
2013,2889,華康國際資產管理有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,28861063,80330257,NA,NA,NA,1
2013,2889,華基國際開發有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,28861084,80330257,NA,NA,NA,1
2013,2889,華南商業銀行股份有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,03742301,80330257,NA,NA,NA,1
2013,2889,第一商業銀行股份有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,05052322,80330257,NA,NA,NA,1
2013,2889,山悅實業股份有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,28451791,80330257,NA,NA,NA,1
2013,2889,央保國際投資股份有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,70543061,80330257,NA,NA,NA,1
2013,2889,兆豐國際商業銀行股份有限公司,國票金融控股股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,03705903,80330257,NA,NA,NA,1
2013,2889,國票金融控股股份有限公司,國票創業投資股份有限公司,1,不明,1,1,0,0,0,上市,G9151,80330257,27239081,NA,NA,NA,NA
2013,2889,國票綜合證券股份有限公司,國票期貨股份有限公司,0.5801,不明,0,1,0,0,0,上市,G9151,23535744,84703264,NA,NA,NA,NA
2013,2889,國票金融控股股份有限公司,國票綜合證券股份有限公司,0.5808,不明,1,1,0,0,0,上市,G9151,80330257,23535744,NA,NA,NA,NA
2013,2889,國票綜合證券股份有限公司,國票證券投資顧問股份有限公司,0.5808,不明,0,1,0,0,0,上市,G9151,23535744,97295043,NA,NA,NA,NA
2013,2889,國票金融控股股份有限公司,國際票券金融股份有限公司,1,不明,1,1,0,0,0,上市,G9151,80330257,12100285,NA,NA,NA,NA
2013,2889,國票綜合證券股份有限公司,華頓證券投資信託股份有限公司,0.5808,不明,0,1,0,0,0,上市,G9151,23535744,70827243,NA,NA,NA,NA
2013,9928,神旺投資股份有限公司,中國電視事業股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,80336560,18556774,NA,NA,NA,NA
2013,9928,晟達投資股份有限公司,中國電視事業股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,80476978,18556774,NA,NA,NA,NA
2013,9928,正聲廣播股份有限公司,中國電視事業股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,05077870,18556774,NA,NA,NA,NA
2013,9928,樂川股份有限公司,中國電視事業股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,70837087,18556774,NA,NA,NA,NA
2013,9928,中國電視事業股份有限公司,中視文化事業股份有限公司,0.9982,台灣,0,1,0,0,0,上市,G9151,18556774,09458627,NA,NA,NA,NA
2013,9928,中國電視事業股份有限公司,中視投資股份有限公司,0.9999,台灣,0,1,0,0,0,上市,G9151,18556774,70748563,NA,NA,NA,NA
2013,9928,中國電視事業股份有限公司,中視資訊科技股份有限公司,0.9994,台灣,0,1,0,0,0,上市,G9151,18556774,16797566,NA,NA,NA,NA
2013,9928,中國電視事業股份有限公司,國際視聽傳播股份有限公司,0,台灣,0,0,1,0,0,上市,G9151,18556774,30949797,NA,NA,NA,NA
2013,2889,英屬維京群島商挪裔商業有限公司,國票金融控股股份有限公司,0.0801,NA,0,0,0,0,1,上市,G9151,28981356,86323303,NA,NA,NA,NA
2013,2889,英屬維京群島商挪裔商業有限公司,人旺股份有限公司,0.0801,NA,0,0,0,0,1,上市,G9151,28981356,86323303,NA,NA,NA,NA
2013,9928,旺旺食品股份有限公司,神旺投資股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,22421075,80336560,NA,NA,NA,NA
2013,9928,旺旺蔡家,旺旺食品股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,NA,22421075,NA,NA,NA,NA
2013,9928,旺旺蔡家,英屬維京群島商挪裔商業有限公司,NA,NA,0,0,0,0,1,上市,G9151,NA,28981356,NA,NA,NA,NA
2013,2816,旺旺食品股份有限公司,旺旺友聯產物保險股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,22421075,03110001,NA,NA,NA,NA
2013,2816,旺旺建設股份有限公司,旺旺友聯產物保險股份有限公司,NA,NA,0,0,0,0,1,上市,G9151,97284572,03110001,NA,NA,NA,NA
